Transaction ID,MTCN,Sender Name,Receiver Name,PEP Related,Sender Currency,Receiver Currency,KYC Status,Transaction Type,Amount,Channel,Risk Rating,Timestamp,Sender Age,Sender Country,Receiver Country,Customer Address
TXN1000873,24087799.0,  CARLOS NAIR ,Jean-Pierre Gonzalez,Y,GBP,CAD,KYC,INTERNAL,9723.73,ATM,High,2023-04-30 08:41,38,USA,France,"5580 Oak Ave, Mumbai"
TXN1000874,13037859.0,Sarah Souza, linda moore   ,No,SGD,JPY,Non-KYC,outer-transaction,1688.15,ATM,Low,2024-08-22 03:48,53,UK,India,"9571 View Rd, Sydney"
TXN1000875,,Carlos Dubois,Christopher Nair,TRUE,AED,SGD,Unverified,outer-transaction,8399.28,Mobile App,Low,2025-10-12 13:55,71,USA,USA,"7024 Main St, London"
TXN1000876,14224882.0,John Garcia,Sanjay Rodriguez,No,AED,INR,KYC,outer-transaction,8780.35,ATM,Critical,2022-01-24 17:42,74,France,Brazil,"4274 Maple Dr, Dubai"
TXN1000877,,Elena Brown,Elizabeth Jackson,N,CAD,BRL,Unverified,inter-transaction,12353.54,ATM,Low,2022-02-08 15:32,18,UK,Australia,"9180 Cedar Ln, London"
TXN1000878,44631884.0,Carlos Silva,Linda Martinez,N,BRL,BRL,,INTERNAL,998.72,Mobile App,Low,2023-05-23 06:59,80,France,USA,"9397 View Rd, Paris"
TXN1000879,23547132.0,Susan Souza,Robert Gonzalez,No,CAD,BRL,,INTERNAL,12938.9,Web Portal,High,2022-04-13 09:08,71,South Africa,South Africa,"5696 Broadway, Paris"
TXN1000880,30866574.0,Sarah Taylor,Amir Silva,No,AUD,EUR,KYC,Outer-transaction,8194.67,Mobile App,Critical,2026-01-22 02:53,72,Germany,France,"3875 Cedar Ln, New York"
TXN1000881,44842564.0,Michael Gonzalez,Zayn Nair,No,ZAR,CHF,,EXTERNAL,12640.21,Branch Counter,High,2025-03-21 22:13,57,Australia,India,"4745 View Rd, Toronto"
TXN1000882,72256258.0,Patricia Lopez, joseph silva   ,No,ZAR,SGD,KYC,outer-transaction,4777.57,Web Portal,Low,2024-04-13 14:01,32,UK,Germany,"4535 Cedar Ln, Mumbai"
TXN1000883,16685457.0,Linda Jackson,Linda Hernandez,No,AUD,ZAR,Verified,Inter-transaction,6735.94,ATM,High,2023-05-03 23:13,38,South Africa,France,"1145 Pine Rd, Mumbai"
TXN1000884,,Richard Miller,Fatima Moore,1,AUD,SGD,,INTERNAL,12540.07,Agent Network,Low,2021-05-20 15:06,64,India,UAE,"8051 Oak Ave, London"
TXN1000885,33671297.0,Mary Rostova,Richard Dubois,No,inr,AED,Non-KYC,outer-transaction,3008.22,ATM,Low,2023-09-19 03:49,70,South Africa,UK,"3299 Main St, Toronto"
TXN1000886,65229774.0,Thomas Johnson,Fatima Thomas,No,SGD,SGD,KYC,Outer-transaction,12469.29,Agent Network,High,2023-12-31 23:26,26,USA,Germany,"7540 Oak Ave, Paris"
TXN1000887,33630872.0,Linda Nair,Michael Thomas,No,EUR,SGD,KYC,outer-transaction,2474.08,Branch Counter,Medium,2023-11-17 04:37,69,USA,India,"4325 Maple Dr, Mumbai"
TXN1000888,67019882.0,Christopher Smith,William Jackson,Y,gbp,GBP,Pending,Inter-transaction,1443.87,Branch Counter,Medium,2023-03-18 06:14,74,Australia,Australia,"6154 Oak Ave, Dubai"
TXN1000889,12593999.0,  PRIYA MILLER , lucas williams   ,No,INR,SGD,Pending,Outer-transaction,3138.09,ATM,Critical,2022-01-30 00:55,43,South Africa,Germany,"6568 Cedar Ln, Sydney"
TXN1000890,69539153.0,Jessica Davis,Priya Moore,No,inr,CHF,Verified,INTERNAL,10930.63,Agent Network,High,2022-04-12 03:28,58,Canada,UAE,"1651 Pine Rd, New York"
TXN1000891,82600803.0,Zayn Williams,Linda Volkov,No,AUD,INR,Non-KYC,outer-transaction,10780.71,ATM,Critical,2023-11-29 00:42,52,Germany,USA,"6952 Oak Ave, New York"
TXN1000892,94101071.0,Christopher Lopez,John Anderson,Yes,JPY,JPY,Unverified,Inter-transaction,2553.0,Agent Network,Low,2020-10-09 17:45,80,USA,Australia,"6053 Main St, Toronto"
TXN1000893,50170436.0,Carlos Khan,Elizabeth Martin,No,AED,JPY,Non-KYC,Outer-transaction,3102.29,Mobile App,Medium,2021-01-13 21:10,42,Australia,France,"2759 View Rd, Dubai"
TXN1000894,25236678.0,Nancy Volkov,Fatima Davis,TRUE,AED,,Pending,INTERNAL,4279.71,Web Portal,Medium,2020-07-16 09:58,55,Germany,Australia,"7545 Oak Ave, Paris"
TXN1000895,82129095.0,John Lopez,Christopher Al-Sayed,Yes,ZAR,INR,Pending,Inter-transaction,6670.52,Branch Counter,Critical,2021-07-09 16:35,19,South Africa,Brazil,"9737 Pine Rd, Dubai"
TXN1000896,74575117.0,Thomas Martinez,Christopher Lopez,No,EUR,USD,Unverified,inter-transaction,9335.79,Mobile App,Medium,2020-12-21 23:46,24,South Africa,UAE,"9924 Oak Ave, Paris"
TXN1000897,46784982.0,Sarah Hernandez,Michael Velez,Y,ZAR,AUD,Unverified,Inter-transaction,6734.05,Web Portal,Low,2024-04-12 15:20,51,UAE,Germany,"7204 Broadway, New York"
TXN1000898,35642547.0,Linda Rostova,Patricia Williams,No,INR,CAD,Pending,EXTERNAL,1584.96,Web Portal,Low,2022-11-06 12:08,34,Australia,Brazil,"612 Maple Dr, Sydney"
TXN1000899,43732173.0,Zayn Jones,Michael Williams,No,INR,BRL,KYC,INTERNAL,2713.19,Mobile App,High,2021-01-13 10:10,60,USA,Australia,"3253 Pine Rd, Toronto"
TXN1000900,32837888.0,Christopher Jackson,Karen Wilson,No,CAD,CHF,Unverified,inter-transaction,869.38,Agent Network,High,2021-11-10 05:00,76,Canada,Brazil,"1667 Main St, Sydney"
TXN1000901,74132712.0,Michael Gonzalez,Lucas Garcia,No,JPY,AED,Non-KYC,EXTERNAL,13124.69,Branch Counter,Low,2026-12-28 21:05,68,South Africa,Canada,"1228 Broadway, Sydney"
TXN1000902,99078726.0,Priya Nair,Joseph Garcia,N,AED,SGD,KYC,Inter-transaction,12767.71,Web Portal,Medium,2024-11-14 12:21,71,Canada,UAE,"7967 View Rd, Dubai"
TXN1000903,,Linda Khan, elena anderson   ,No,aud,AUD,Pending,inter-transaction,6460.33,Web Portal,Low,2022-06-17 23:30,41,South Africa,South Africa,"5683 Oak Ave, Paris"
TXN1000904,,Susan Dubois,William Moore,No,GBP,GBP,KYC,EXTERNAL,711.19,Mobile App,Medium,2020-03-16 21:36,42,USA,USA,"6101 Oak Ave, New York"
TXN1000905,17367600.0,Sarah Wilson,Zayn Jones,No,INR,brl,Non-KYC,Outer-transaction,4077.94,Mobile App,Critical,2020-08-18 14:26,69,Germany,Australia,"2841 Cedar Ln, New York"
TXN1000906,11668434.0,Sanjay Souza,Lucas Martin,No,BRL,EUR,Verified,inter-transaction,1753.4,Web Portal,Critical,2024-10-05 17:51,50,Brazil,UAE,"328 Pine Rd, Paris"
TXN1000907,66638517.0,Zayn Rostova, william silva   ,No,AED,GBP,Verified,inter-transaction,1510.3,Agent Network,Critical,2022-08-19 13:46,66,Germany,South Africa,"4384 Oak Ave, New York"
TXN1000908,32642542.0,Barbara Moore,Elizabeth Anderson,No,AED,EUR,Non-KYC,INTERNAL,12360.48,Agent Network,High,2026-06-07 04:57,46,South Africa,South Africa,"6901 Broadway, Dubai"
TXN1000909,28363062.0,  JESSICA MOORE , christopher johnson   ,No,SGD,GBP,KYC,INTERNAL,5090.16,Agent Network,High,2026-03-12 03:31,80,France,India,"598 View Rd, London"
TXN1000910,12147945.0,Amir Silva,Mary Jackson,N,sgd,jpy,Unverified,EXTERNAL,1417.01,Web Portal,Critical,2025-10-17 01:06,39,Brazil,Brazil,"5061 Oak Ave, Sydney"
TXN1000911,97486496.0,Zayn Lopez,Carlos Wilson,No,,SGD,KYC,inter-transaction,9890.23,Mobile App,High,2021-01-27 09:47,43,Brazil,South Africa,"2218 Oak Ave, London"
TXN1000912,54898716.0,Mary Rostova,Thomas Nair,N,jpy,AUD,Verified,Inter-transaction,3426.13,Web Portal,Critical,2023-01-13 09:49,45,Canada,Canada,"8042 View Rd, Dubai"
TXN1000913,64297985.0,Sarah Rostova,Lucas Volkov,0,JPY,GBP,,inter-transaction,11643.76,Agent Network,Low,2020-09-23 16:29,66,Australia,UAE,"292 Maple Dr, Dubai"
TXN1000914,61970557.0,Sarah Dubois,William Jackson,No,AED,ZAR,Unverified,outer-transaction,370.82,Branch Counter,High,2022-12-28 20:59,66,Canada,UK,"8343 Oak Ave, Toronto"
TXN1000915,85300766.0,Jessica Dubois, elena dubois   ,No,AUD,ZAR,KYC,outer-transaction,11447.46,Agent Network,Low,2021-09-02 12:00,37,Canada,UK,"1920 Cedar Ln, London"
TXN1000916,82008855.0,Priya Garcia,Sarah Brown,No,AUD,BRL,Unverified,EXTERNAL,13717.16,Mobile App,Critical,2023-10-02 00:46,80,France,Australia,"2668 Pine Rd, Paris"
TXN1000917,99237139.0,Elizabeth Volkov,Robert Velez,N,CAD,AED,Pending,INTERNAL,14676.14,ATM,Low,2022-10-05 00:37,78,Germany,France,"1967 Oak Ave, Toronto"
TXN1000918,81202765.0,,Elizabeth Moore,0,BRL,aed,,EXTERNAL,1139.42,Agent Network,Low,2022-08-19 12:58,66,Germany,Brazil,"3299 Maple Dr, Toronto"
TXN1000919,25287101.0,Richard Volkov,Sanjay Taylor,No,USD,EUR,Non-KYC,EXTERNAL,7669.92,Branch Counter,Low,2021-11-03 00:36,18,India,France,"340 Main St, Paris"
TXN1000920,69896880.0,  CARLOS JOHNSON ,William Smith,No,JPY,USD,Non-KYC,INTERNAL,2492.41,ATM,Medium,2026-10-06 08:29,30,South Africa,South Africa,"8374 View Rd, Paris"
TXN1000921,98552975.0,,Christopher Garcia,No,,ZAR,KYC,EXTERNAL,9001.61,ATM,Low,2024-08-27 16:47,68,France,UAE,"3868 Broadway, Sydney"
TXN1000922,71242137.0,Mary Nair,Jean-Pierre Silva,No,AUD,INR,Unverified,EXTERNAL,9767.9,Branch Counter,High,2025-12-02 07:48,73,India,Australia,"8902 View Rd, Dubai"
TXN1000923,98265529.0,Carlos Lopez, william wilson   ,No,CHF,EUR,Pending,inter-transaction,8552.44,ATM,Low,2026-03-17 14:55,79,USA,Germany,"3705 Pine Rd, Sydney"
TXN1000924,51384518.0,Mary Lopez,Susan Davis,No,AUD,AED,Verified,EXTERNAL,253.86,Web Portal,Critical,2020-01-31 00:11,49,South Africa,South Africa,"2273 Cedar Ln, Toronto"
TXN1000925,47103850.0,Elena Gonzalez,Jessica Jones,FALSE,GBP,INR,Pending,outer-transaction,4262.72,Mobile App,Medium,2023-09-28 04:23,47,South Africa,Brazil,"6668 Oak Ave, London"
TXN1000926,16777688.0,David Garcia,Nancy Taylor,No,GBP,AUD,Pending,INTERNAL,6128.64,Web Portal,High,2023-11-01 05:24,46,UAE,UK,"6180 Broadway, Dubai"
TXN1000927,83573004.0,Elizabeth Miller,Richard Dubois,No,SGD,AUD,Unverified,Inter-transaction,4523.61,Web Portal,High,2023-02-27 00:24,66,UAE,India,"2259 Oak Ave, Paris"
TXN1000928,80850880.0,Fatima Miller,Jean-Pierre Martin,No,gbp,aud,,EXTERNAL,7001.49,ATM,Medium,2021-09-08 00:31,62,UK,UAE,"8413 Main St, Dubai"
TXN1000929,50334977.0,Patricia Smith,William Taylor,N,SGD,CAD,,outer-transaction,9669.97,ATM,High,2021-06-22 09:41,47,UK,USA,"4593 Broadway, New York"
TXN1000930,30311392.0,Mary Taylor,Linda Davis,No,INR,USD,,inter-transaction,8384.9,Agent Network,Critical,2022-05-20 02:48,33,Canada,France,"1330 View Rd, Dubai"
TXN1000931,81665302.0,Michael Volkov,John Williams,No,CAD,INR,Unverified,INTERNAL,5004.75,ATM,Medium,2020-04-10 18:59,57,USA,Australia,"2010 Pine Rd, New York"
TXN1000932,19736503.0,Marta Miller,Sarah Velez,No,aud,EUR,Verified,Inter-transaction,3394.08,Mobile App,Medium,2023-11-13 10:28,36,Brazil,France,"8207 Oak Ave, Toronto"
TXN1000933,74998860.0,William Miller,Thomas Johnson,No,BRL,GBP,Pending,Inter-transaction,11698.16,ATM,Critical,2022-07-29 17:01,35,Brazil,UAE,"2016 Main St, Sydney"
TXN1000934,10689646.0,Elena Khan,Sarah Wilson,No,CHF,EUR,Verified,Inter-transaction,7254.99,Web Portal,Medium,2020-12-06 08:55,18,UAE,France,"7096 Cedar Ln, Dubai"
TXN1000935,78301185.0,John Lopez,Susan Moore,Yes,BRL,BRL,,outer-transaction,10039.46,Web Portal,Low,2022-11-09 16:59,64,UAE,UAE,"6564 Pine Rd, New York"
TXN1000936,11691339.0,Elena Martinez,Richard Volkov,No,JPY,AED,Non-KYC,Outer-transaction,1230.71,Agent Network,Low,2020-02-07 13:35,83,UAE,France,"6462 Cedar Ln, Mumbai"
TXN1000937,83012855.0,Karen Gonzalez,Marta Rodriguez,No,brl,BRL,Pending,EXTERNAL,5075.81,ATM,High,2021-10-21 16:48,55,France,Canada,"9843 Maple Dr, Toronto"
TXN1000938,35484385.0,Nancy Anderson,Barbara Rodriguez,Y,JPY,JPY,Pending,INTERNAL,7249.69,Mobile App,Medium,2025-07-26 11:59,68,Australia,Germany,"160 View Rd, London"
TXN1000939,47869196.0,Zayn Davis,Robert Williams,No,GBP,AUD,Verified,Outer-transaction,12007.13,Web Portal,Medium,2024-04-09 19:49,80,UK,South Africa,"2995 Maple Dr, New York"
TXN1000940,12427926.0,Richard Davis,Nancy Volkov,No,USD,SGD,KYC,INTERNAL,10186.65,Web Portal,Medium,2024-07-14 02:42,21,France,South Africa,"685 Pine Rd, New York"
TXN1000941,46547395.0,,Lucas Thomas,N,AUD,,KYC,inter-transaction,3489.02,Mobile App,Medium,2022-11-15 17:03,18,Germany,Brazil,"634 Broadway, Sydney"
TXN1000942,62111591.0,Charles Gonzalez,Mary Hernandez,0,USD,AUD,Non-KYC,EXTERNAL,7968.22,Mobile App,Critical,2021-03-29 16:49,25,Brazil,USA,"3498 Maple Dr, Paris"
TXN1000943,17878883.0,Lucas Al-Sayed,Elizabeth Nair,No,cad,GBP,Verified,INTERNAL,7017.69,Agent Network,High,2024-08-31 04:45,46,South Africa,USA,"7429 View Rd, Mumbai"
TXN1000944,27857392.0,Zayn Anderson,,N,SGD,AED,KYC,inter-transaction,4294.59,Agent Network,High,2023-09-08 09:14,72,UK,Brazil,"5425 View Rd, Paris"
TXN1000945,56689082.0,Sanjay Lopez,Charles Miller,No,AED,CAD,Non-KYC,Inter-transaction,7404.92,ATM,Low,2022-03-29 00:15,20,India,India,"4803 Pine Rd, London"
TXN1000946,,Jessica Smith,Thomas Smith,No,ZAR,GBP,KYC,inter-transaction,7564.48,Mobile App,Low,2022-02-11 10:54,49,Germany,South Africa,"9325 Oak Ave, Mumbai"
TXN1000947,22601623.0,Richard Wilson,Mary Lopez,No,CHF,USD,Verified,outer-transaction,8511.84,Mobile App,Critical,2020-01-13 19:37,27,UK,India,"1204 Cedar Ln, Sydney"
TXN1000948,17303355.0,Richard Al-Sayed,Thomas Brown,No,BRL,EUR,,inter-transaction,12715.71,ATM,Medium,2022-07-09 23:53,51,France,UAE,"1961 View Rd, New York"
TXN1000949,85103699.0,Thomas Gonzalez,Karen Smith,No,SGD,USD,,Inter-transaction,8135.49,Web Portal,Low,2022-04-04 15:29,72,USA,UAE,"8420 View Rd, Paris"
TXN1000950,91027831.0,Elena Thomas,William Silva,No,INR,CHF,Non-KYC,inter-transaction,3608.7,Web Portal,Critical,2026-08-15 01:00,49,South Africa,UK,"3229 View Rd, Toronto"
TXN1000951,31401507.0,Elizabeth Al-Sayed,Karen Malik,No,GBP,usd,KYC,Inter-transaction,6354.96,Web Portal,Medium,2023-08-07 23:23,67,UK,France,"8181 View Rd, Mumbai"
TXN1000952,91618861.0,, marta thomas   ,No,CAD,EUR,Unverified,inter-transaction,6551.9,Agent Network,Low,2026-07-07 08:21,24,Australia,USA,"5498 Broadway, London"
TXN1000953,30766900.0,Linda Dubois,Jean-Pierre Wilson,FALSE,BRL,GBP,Unverified,EXTERNAL,7598.42,Mobile App,Critical,2026-04-27 11:16,25,UAE,UK,"6704 Broadway, Paris"
TXN1000954,14637652.0,Richard Martin,Richard Garcia,No,AED,GBP,Verified,EXTERNAL,814.15,ATM,High,2025-07-10 14:29,82,UAE,Germany,"1167 Pine Rd, London"
TXN1000955,59828367.0,Christopher Souza,John Khan,0,GBP,USD,Verified,EXTERNAL,12705.77,ATM,High,2023-05-13 18:26,74,South Africa,Brazil,"7364 Broadway, Sydney"
TXN1000956,39204346.0,Christopher Rostova,Jean-Pierre Jackson,No,BRL,CHF,Pending,EXTERNAL,7596.23,Mobile App,High,2021-11-27 21:09,84,France,Brazil,"8858 Pine Rd, New York"
TXN1000957,49808824.0,William Jones,,No,CHF,AED,Pending,EXTERNAL,1128.7,Mobile App,High,2022-08-07 11:45,76,UAE,UAE,"3240 Cedar Ln, London"
TXN1000958,31924339.0,Michael Souza,William Khan,No,JPY,BRL,Non-KYC,inter-transaction,5971.4,ATM,Critical,2026-08-31 08:58,71,UK,South Africa,"1690 Oak Ave, New York"
TXN1000959,74837748.0,Mary Hernandez,Marta Moore,TRUE,AED,EUR,,inter-transaction,8637.26,Branch Counter,Critical,2026-11-20 12:34,84,India,India,"5043 Broadway, Dubai"
TXN1000960,53562684.0,  CHARLES WILSON ,Marta Anderson,No,CHF,AUD,,Outer-transaction,3027.95,Mobile App,Low,2023-12-09 20:45,68,Brazil,USA,"7898 View Rd, Mumbai"
TXN1000961,,Fatima Anderson,Marta Taylor,No,AED,CAD,Verified,outer-transaction,5287.46,Web Portal,High,2020-03-09 20:09,25,Brazil,UK,"3325 Pine Rd, Paris"
TXN1000962,81263504.0,Zayn Jones,Barbara Velez,No,EUR,AUD,Verified,inter-transaction,1039.98,Agent Network,Critical,2024-11-16 15:06,51,Germany,India,"2560 Oak Ave, New York"
TXN1000963,78794462.0,Jean-Pierre Davis,Amir Hernandez,N,$,BRL,Verified,inter-transaction,2316.7,Web Portal,Critical,2026-02-25 03:26,52,Canada,UK,"2828 Broadway, Paris"
TXN1000964,91700119.0,  JEAN-PIERRE MALIK ,David Al-Sayed,No,AED,ZAR,Pending,outer-transaction,13021.42,Agent Network,Critical,2026-03-13 19:54,49,USA,France,"7581 Broadway, London"
TXN1000965,50107493.0,  RICHARD SOUZA ,Mary Anderson,No,AUD,BRL,,EXTERNAL,14300.58,Agent Network,High,2025-05-23 10:47,63,South Africa,Germany,"3214 Broadway, New York"
TXN1000966,92811164.0,David Rodriguez,Michael Nair,Y,USD,INR,Pending,inter-transaction,9161.76,Mobile App,Critical,2020-07-30 19:35,33,Germany,Germany,"3744 View Rd, Sydney"
TXN1000967,71777181.0,Susan Martin,Susan Brown,No,EUR,JPY,Non-KYC,Inter-transaction,7517.9,Web Portal,High,2021-05-22 21:53,85,Canada,India,"2665 Broadway, London"
TXN1000968,67628113.0,John Al-Sayed,Sanjay Lopez,Yes,AUD,BRL,Pending,Outer-transaction,1488.87,ATM,Medium,2025-08-25 22:16,54,France,India,"2730 Oak Ave, London"
TXN1000969,81085877.0,Priya Volkov,Lucas Dubois,No,JPY,JPY,Pending,inter-transaction,6220.65,Agent Network,Low,2024-03-01 12:10,71,Australia,India,"8961 Maple Dr, Mumbai"
TXN1000970,87748507.0,John Jones,Carlos Garcia,No,zar,CHF,Verified,EXTERNAL,8136.87,ATM,Low,2020-11-27 02:40,31,Australia,UK,"6369 Maple Dr, New York"
TXN1000971,37182451.0,Christopher Taylor,Robert Khan,Y,JPY,JPY,Verified,INTERNAL,981.38,ATM,Low,2021-07-04 05:21,72,USA,France,"4178 Oak Ave, Toronto"
TXN1000972,45376376.0,Karen Taylor,Thomas Wilson,No,USD,GBP,,Inter-transaction,2714.3,Agent Network,Low,2024-06-12 20:42,65,UAE,Canada,"4251 Main St, Paris"
TXN1000973,96379228.0,  JOSEPH MALIK ,Sanjay Silva,N,JPY,GBP,,INTERNAL,559.35,Mobile App,Low,2022-07-30 15:50,24,UK,India,"766 Maple Dr, New York"
TXN1000974,40051846.0,David Volkov,Elena Taylor,No,AUD,ZAR,Unverified,outer-transaction,4925.28,Agent Network,Critical,2026-04-22 04:45,24,Germany,South Africa,"3665 Pine Rd, London"
TXN1000975,98342130.0,Carlos Volkov, william brown   ,No,cad,ZAR,Non-KYC,EXTERNAL,1413.28,ATM,Medium,2021-12-28 16:34,50,Germany,USA,"1565 Oak Ave, Paris"
TXN1000976,51790477.0,Robert Martinez,Carlos Thomas,1,ZAR,BRL,KYC,Outer-transaction,6014.94,ATM,Low,2022-05-29 03:15,40,South Africa,USA,"6357 Broadway, Mumbai"
TXN1000977,70442839.0,Nancy Anderson,Karen Johnson,Y,GBP,INR,Verified,inter-transaction,6186.09,ATM,High,2021-10-10 15:20,36,South Africa,UK,"3772 Broadway, Sydney"
TXN1000978,28080813.0,Nancy Hernandez,Sarah Miller,N,JPY,ZAR,Non-KYC,INTERNAL,13651.08,Web Portal,Critical,2022-09-26 03:18,36,Australia,India,"1092 Pine Rd, London"
TXN1000979,54483342.0,,Priya Rostova,No,ZAR,GBP,,inter-transaction,1043.9,Branch Counter,High,2024-03-01 16:44,53,Australia,UAE,"2323 Pine Rd, Mumbai"
TXN1000980,,,Joseph Garcia,Yes,CAD,BRL,Verified,EXTERNAL,13979.05,Agent Network,Low,2026-11-23 21:54,46,India,Brazil,"3337 Main St, Mumbai"
TXN1000981,,Karen Williams,Sanjay Khan,1,EUR,INR,KYC,EXTERNAL,8866.07,Agent Network,Medium,2024-05-31 23:27,77,India,Canada,"443 View Rd, New York"
TXN1000982,99179347.0,Sanjay Davis,William Dubois,0,GBP,AUD,,INTERNAL,5773.22,Web Portal,Low,2026-12-29 00:43,19,UAE,South Africa,"4923 Cedar Ln, New York"
TXN1000983,10200744.0,Michael Hernandez,Fatima Gonzalez,0,AED,GBP,,EXTERNAL,14682.94,Branch Counter,Low,2022-10-06 03:42,18,India,France,"3301 Main St, Sydney"
TXN1000984,22587924.0,Sarah Malik,Thomas Martin,No,GBP,ZAR,Non-KYC,Outer-transaction,11655.19,Branch Counter,Low,2024-03-30 04:01,64,UK,UAE,"9633 Main St, Sydney"
TXN1000985,24769811.0,Karen Gonzalez,Elizabeth Thomas,N,aud,INR,Pending,EXTERNAL,5029.48,Agent Network,Medium,2022-03-14 16:39,37,UK,Germany,"4312 Oak Ave, Dubai"
TXN1000986,83494016.0,Richard Smith,Linda Al-Sayed,N,CAD,EUR,Verified,EXTERNAL,3844.71,Agent Network,Critical,2020-08-01 05:20,28,Germany,UAE,"3101 Pine Rd, Mumbai"
TXN1000987,18872420.0,David Souza,Susan Rodriguez,No,,BRL,,Inter-transaction,3918.11,Agent Network,Critical,2020-06-17 08:12,19,Brazil,UK,"2808 Oak Ave, Paris"
TXN1000988,42730364.0,  THOMAS THOMAS ,Sanjay Wilson,No,jpy,INR,,INTERNAL,7211.54,Web Portal,Low,2022-09-04 10:15,84,UK,Canada,"1024 Oak Ave, Mumbai"
TXN1000989,94732636.0,,John Thomas,N,EUR,JPY,Verified,Outer-transaction,4966.72,ATM,Low,2023-08-21 15:58,29,Canada,Australia,"1012 Oak Ave, London"
TXN1000990,19677366.0,Susan Rodriguez,Linda Rostova,Yes,usd,aud,Verified,EXTERNAL,10373.82,Branch Counter,Low,2020-05-25 01:41,37,Australia,Australia,"595 Maple Dr, Mumbai"
TXN1000991,23837417.0,Richard Williams,David Hernandez,Yes,chf,GBP,,INTERNAL,2118.34,Web Portal,Medium,2024-12-03 11:07,22,South Africa,India,"656 Oak Ave, New York"
TXN1000992,60704870.0,Michael Nair,John Brown,1,BRL,CHF,Non-KYC,Outer-transaction,8642.38,Web Portal,Medium,2021-05-30 10:41,54,India,India,"2220 View Rd, New York"
TXN1000993,55034753.0,Amir Malik,Jessica Velez,No,GBP,INR,Unverified,Inter-transaction,2607.21,Agent Network,Critical,2021-03-28 12:56,55,Germany,UK,"256 Broadway, Sydney"
TXN1000994,95450709.0,Marta Thomas,Sanjay Volkov,Y,INR,AED,Non-KYC,inter-transaction,6077.44,Mobile App,High,2020-02-29 16:38,26,USA,France,"7605 Pine Rd, Sydney"
TXN1000995,31166948.0,Susan Silva,Elizabeth Malik,No,USD,CHF,Non-KYC,Outer-transaction,6070.75,Agent Network,High,2021-06-11 23:02,70,South Africa,India,"7643 Broadway, Toronto"
TXN1000996,41316383.0,Richard Miller,Karen Jackson,No,BRL,AUD,Non-KYC,Outer-transaction,4351.65,ATM,Critical,2022-10-20 19:12,61,Canada,Brazil,"7346 Pine Rd, Paris"
TXN1000997,36375893.0,Fatima Nair,Karen Souza,No,AED,INR,,INTERNAL,401.75,Mobile App,Critical,2026-11-26 18:06,41,India,Canada,"1096 Broadway, Toronto"
TXN1000998,20356771.0,Jessica Brown,Susan Malik,No,JPY,EUR,,Outer-transaction,356.59,Web Portal,Critical,2024-04-13 08:18,47,Canada,UK,"3005 Maple Dr, London"
TXN1000999,66856278.0,Amir Thomas,Karen Volkov,Yes,JPY,GBP,Verified,outer-transaction,11758.48,Agent Network,High,2023-01-07 12:53,76,Australia,USA,"9469 Oak Ave, Dubai"
TXN1001000,49800622.0,Susan Dubois,Joseph Miller,0,INR,CHF,Verified,Inter-transaction,3236.32,Agent Network,High,2021-03-08 07:21,31,Australia,Germany,"6581 Cedar Ln, Toronto"
TXN1001001,71762245.0,Robert Martin,Jessica Anderson,TRUE,USD,AUD,KYC,outer-transaction,1620.47,Branch Counter,Low,2023-03-22 17:22,26,UAE,UK,"886 Main St, Sydney"
TXN1001002,40389767.0,Elizabeth Rodriguez,David Miller,No,ZAR,AUD,KYC,inter-transaction,693.4,Agent Network,High,2021-02-04 01:49,57,Germany,UK,"8196 Maple Dr, New York"
TXN1001003,83068652.0,  ROBERT BROWN ,Joseph Smith,TRUE,CHF,ZAR,,Outer-transaction,13405.54,Mobile App,Medium,2025-10-05 17:10,83,South Africa,Australia,"3867 Broadway, Toronto"
TXN1001004,15309049.0,Elizabeth Martinez,Michael Brown,1,INR,AED,KYC,Outer-transaction,4795.58,Mobile App,Critical,2026-02-11 00:13,42,France,South Africa,"6094 Main St, Paris"
TXN1001005,82953400.0,Joseph Johnson,Robert Hernandez,N,EUR,BRL,KYC,INTERNAL,10230.86,Mobile App,Medium,2026-09-11 15:10,39,France,France,"8957 Pine Rd, Sydney"
TXN1001006,26002927.0,Michael Khan,Karen Anderson,Y,AED,CAD,Unverified,outer-transaction,12738.51,Branch Counter,Critical,2021-08-27 00:06,21,South Africa,South Africa,"7111 Cedar Ln, Dubai"
TXN1001007,77017197.0,Barbara Martin,Patricia Velez,TRUE,EUR,CHF,KYC,Inter-transaction,10652.7,Mobile App,High,2026-01-14 15:45,43,USA,Brazil,"9361 View Rd, Sydney"
TXN1001008,56223778.0,Richard Garcia,Richard Garcia,N,SGD,BRL,KYC,EXTERNAL,7003.5,Agent Network,High,2024-12-15 14:13,75,Germany,USA,"7155 Cedar Ln, Dubai"
TXN1001009,24222635.0,Christopher Nair,Elena Al-Sayed,No,SGD,,,Outer-transaction,6729.34,Mobile App,Critical,2024-01-03 20:42,46,Canada,Australia,"9444 Main St, New York"
TXN1001010,13027327.0,Marta Johnson,Robert Martinez,Y,ZAR,AED,Unverified,Outer-transaction,3917.55,Agent Network,Critical,2026-11-18 15:18,54,USA,USA,"7533 View Rd, London"
TXN1001011,23460777.0,Sarah Jones,Karen Jones,No,AUD,GBP,Non-KYC,Outer-transaction,2150.95,Web Portal,Medium,2026-10-29 16:58,35,Brazil,Brazil,"7467 Cedar Ln, Paris"
